source,target,relation
"中国CC","分中国CC","开发者"
"前我国在部分碳利用技","前我国在部分","应用于"
"前我国在部分碳利用技","我国在部分","应用于"
"的角度看不","前我国在部分","开发者"
"中国石油集团","现该部","合作伙伴"
"油集团国家","石油集团国家","开发者"
"油集团国家","集团国家高","包含"
"油集团国家","集团国家","合作伙伴"
"油集团国家","油集团国家高","包含"
"石油集团国家","油集团国家","包含"
"油集团国","石油集团国家","开发者"
"油集团国","油集团国家","开发者"
"亚洲最大火电二氧化碳捕集项目","江苏泰州公司","投资方"
"研究及","洲最","应用于"
"万吨","最大","应用于"
"万吨/年碳","最大","开发者"
"万吨/","最大","应用于"
"  国","些项目的","开发者"
"  国","的运营","应用于"
"项目的运","项目的","位于"
"建设大型碳","的10年中，通过研","合作伙伴"
"具有","10年中，通过研","应用于"
" 截至2014","目的投资","包含"
"于国家科学技术计","目的投资","包含"
"目的投资一直","目的投资","包含"
"分，我","力行","应用于"
"力行","议将碳","应用于"
"省内C","和 山西的燃煤电厂","应用于"
"燃煤","和 山西的燃煤电厂","应用于"
"目还将评","鄂尔多斯","应用于"
"目还","鄂尔多斯","包含"
"还将评","鄂尔多斯","包含"
"还将评 ","鄂尔多斯","包含"
"评 ","鄂尔多斯","合作伙伴"
"化部都","保部、国土资
源","应用于"
"化部都","科学与技术部、","开发者"
"保部、国土资
源部","保部、国土资
源","应用于"
"科学与技术部、环","科学与技术部、","开发者"
" 36 虽","类法规缺失可","应用于"
" 36","类法规缺失可","开发者"
"引发对","类法规缺失可","开发者"
"引发对","法规","位于"
"引发对","法规缺失可","合作伙伴"
"法规缺失","法规","包含"
"、利用","为碳捕集","位于"
"被广泛","有上述三个组成部分","开发者"
"被广泛","上述三个组成部分是","开发者"
"被广泛","三个组成部分是","应用于"
"被广泛","上述三个组成部分","应用于"
"有上述三个组成部分","上述三个组成部分","包含"
"上述三个组成部分是","述三个组成部分是","应用于"
"上述三个组成部分是","上述三个组成部分","应用于"
"述三个组成部分是","上述三个组成部分是","应用于"
"三个","三个组成部分是","合作伙伴"
"述三个","三个组成部分是","包含"
"述三个","述三个组成部分是相","应用于"
"述三个","述三个组成部分是","包含"
"述三个组成部分是相","述三个组成部分是","合作伙伴"
"述三个组成部分是相","三个组成部分是","开发者"
"述三个组成部分是相","三个组成部分是相","包含"
"述三","述三个组成部分是","应用于"
"述三","三个组成部分是","包含"
"，为即","框架，为即将推
广的","开发者"
"，为即","商业化示范和部署","开发者"
"，为即","化示范和部署的","应用于"
"美国能源部的贷款担保计划","美国能源部","投资方"
"国能源部的贷","国能源部的","合作伙伴"
"能源部的贷","国能源部的","应用于"
"厂的","的运营方和石油公司都","合作伙伴"
"样的项","中国","应用于"
"
体优化调度和内","部利润分配两","开发者"
"
体优化调度和内","这两个模型的","应用于"
"
体优化调度和内","这两个模型","应用于"
"这两个模型的","这两","位于"
"这两个","这两","开发者"
"离的两","这两","应用于"
"最初的实验室","防腐防气","位于"
"最初的实验室模拟，到","最初的实验室模","应用于"
"最初的实验室模拟，到","如今","包含"
"如今的吉","如今","应用于"
"走进吉林油田","吉林","包含"
"进吉林油田的","质高","包含"
"林油田的CC","油田的CC","合作伙伴"
"林油田的CC","油田的C","合作伙伴"
"油田的CC","油田的C","合作伙伴"
"油田的CC","油田","包含"
"架 ","于国外在CC","应用于"
"海电 ","个煤电万吨级吸附","应用于"
"江公司","捕集项目","开发者"
"江公司","集项目","应用于"
"集团浙江公司","集项目","位于"
"；碳捕","究结","开发者"
"关数","相关数","合作伙伴"
"与本","岛外建设同样规","应用于"
"岛外建设同样规","外建设同样规","包含"
"高昂的","目附近","开发者"
" 必","目附近","应用于"
"CO2","1 ","开发者"
"集能力","目碳","开发者"
"目碳捕集能力","目碳","合作伙伴"
"目碳捕集能","目碳","开发者"
"经济技","开发区","位于"
"目的落","开发区","包含"
"案馆呈现","在零碳园区方案馆呈现","应用于"
"贸会亮相的","贸会亮相","应用于"
"贸会亮相的","会亮相","合作伙伴"
"会亮相的","贸会亮相","位于"
"会亮相的","贸会亮相的","开发者"
"但华东大部分区","域与华南地区","包含"
"华东大部分区域","华东大部分","开发者"
"于近","华东大部分","应用于"
"的不同","在部分碳利","开发者"
"部分碳利用","部分碳利","应用于"
"技术发展与项目实际情","况上看，中国的","合作伙伴"
"根据国家统计局","现该部","合作伙伴"
"家统计局数","家统计局数据","开发者"
"家统","家统计局数据","合作伙伴"
"目投产后，可实","二氧化碳","包含"
"国深部咸水层的","O2 封存","包含"
"国已投运项目多","国已投运项目多数","合作伙伴"
"个 新","国已投运项目多","应用于"
"个 新","国已投运项目多数","开发者"
"个 新","已投运项目多","应用于"
"个 新","已投","开发者"
"已投运项目多","已投","位于"
"已投","国已投","开发者"
"已投","投运项目多数","包含"
"已投","已投运项目多数","开发者"
"投运项目多数","已投运项目多数","应用于"
"投运项目多数","投运项目多","开发者"
"已投运项目多数","投运项目多数","合作伙伴"
"投运项","投运项目多","应用于"
" 自2","  三、十三五计划","应用于"
"一直","期碳","位于"
"国政府","期碳","开发者"
"国政府","捕
集与封存示范项目","合作伙伴"
"国政府","期碳捕","开发者"
"期碳捕
集","期碳","包含"
"捕
集与封存示范项目","期碳","合作伙伴"
"捕
集","期碳捕","应用于"
"捕
集","碳捕","开发者"
"国家科","中 在","开发者"
"国家科","项目，开","包含"
"国家科学","中 在","合作伙伴"
"全部采用了CO2","0 作","应用于"
"全部采用了CO2","。 附录","包含"
"的碳捕","0 作为路","开发者"
"地不"," 捕集C","位于"
"发改委、国家能源局","和工业和信息化部","位于"
"然缺乏","央政府能够","合作伙伴"
"存技术","果每个项目平","开发者"
"存技术","每个项目平","应用于"
"果每个项目平","每个项目平","合作伙伴"
"
集","每个项目平","应用于"
"个项目平均捕","个项目平","应用于"
"个项目平均","个项目平","合作伙伴"
"着行业","江三角洲地区和珠","合作伙伴"
"厂和"," 此举将为碳捕集","应用于"
"有上述三个组成部分是","上述三个组成部分","包含"
"2强化","O2强化","包含"
"大型的","O2强化","应用于"
"2强化驱","O2强化","开发者"
"的办法","国家","应用于"
"投资项目 ","发投资项目 ","合作伙伴"
"CCS","旦目前正在建","应用于"
"与准东地区","新疆油田","包含"
"疆油田的电","油田的电","合作伙伴"
"田的","油田的电","应用于"
"油田的","油田的电","开发者"
"疆油田的","油田的电","包含"
"林油田CC","林油","包含"
"林油田CC","林油田","包含"
"林油田CC","吉林油田CC","开发者"
"林油田CC","的吉林油田CC","应用于"
"林油田CC","油田CC","包含"
"吉林油田CC","林油田CC","位于"
"介质，","林油","包含"
"介质，","林油田的CC","应用于"
"进吉林油田的C","林油","位于"
"吉林油田的C","林油","合作伙伴"
"林油田的","林油田","位于"
"林油田的","林油","开发者"
"林油田的C","林油田","包含"
"林油田的C","林油田的CC","包含"
"林油田的C","油田的CC","包含"
"林油田的C","油田","合作伙伴"
"藏 。 ","林油田","应用于"
"油田的C","油田的CC","位于"
"油田的C","油田","包含"
"印尼佳","‘三低’","包含"
"吉林油田‘","林油","合作伙伴"
"印尼佳布油田与吉","林油","包含"
"吸附法","“高效煤电CCU","应用于"
"吸附法","集团浙江","合作伙伴"
"成为我","重要","应用于"
"的落地","内蒙古","位于"
"以实现协","以实现","应用于"
"》《","《工业和信息化","应用于"
"和碳捕","供给力","合作伙伴"
"的财政","的财","包含"
"立针","江省","合作伙伴"
"立针对CC","圳、浙 江省","包含"
"立针对CC","圳、浙 江","开发者"
"US 的部","圳、浙 江","开发者"
"进行","一代捕集技术是","开发者"
"进行","一代捕集技术是指现阶","开发者"
"进行","一代","合作伙伴"
"一代捕集技","一代","包含"
"代捕集技","捕集技术是指现阶段已","包含"
"集团核","集团核心","合作伙伴"
"集团核心","轮集团核心","应用于"
"团核","团核心","开发者"
"轮集团工","评第五批国家","包含"
"轮集团工","评第","合作伙伴"
"轮集团工","轮集团工业设计中心获","开发者"
"团工业设计中心获评第","团工业","合作伙伴"
"部环境风 险主要是指","局部地区","包含"
"局部地区","部环境风 ","应用于"
"局部地区","部环","开发者"
"施城市节能降碳","排放","包含"
"新人","院和示范性能源学","包含"
"新人","新人才培养模式，鼓","应用于"
"新人才培养模式，鼓","院和示范性能","包含"
"励高","院和示范性能","开发者"
"家科技部指导","家科技部指","包含"
"科技部指导","科技部指","开发者"
"科技部指导下，企、","科技部指","应用于"
"术、CO2-强化","学以及大连理工大","合作伙伴"
"型、碳","学以及大连理工大","应用于"
"型、碳","大学以及大连理","开发者"
"型、碳","制定本路","应用于"
"型、碳","学以及大","开发者"
"过去","建
设试点项","包含"
"项目还将","宁夏和 山西的燃","合作伙伴"
"项目还将","鄂尔多斯","包含"
"都有","尔多斯盆","合作伙伴"
"通过有计划","通过有计划地设置上述地区","位于"
"通过有计划","为优先区","位于"
"通过有计划地设置上述地区","为优先区","包含"
"有计划地设置上述","述地","合作伙伴"
"有计划地设置上述","有计划地设置上述地","应用于"
"有计划地设置","述地","包含"
"计划地设置上述地区为","述地","应用于"
"计划地设置上述地区为","有计划地设置上述地","应用于"
"有计划","有计划地设置","合作伙伴"
"关注商业示范项目","以及具有推广","应用于"
"地区和珠江三角洲","地区","包含"
" 此举","存示范项","应用于"
" 此举","和珠","应用于"
" 此举","示范项","应用于"
" 此举","中期内，这些地区将","应用于"
" 此举将","存示范项","应用于"
"和珠江","和珠","开发者"
"和珠江三角洲","中期内，这些地区将","合作伙伴"
"和珠江三角洲","和珠","合作伙伴"
"方通常","捕集与封存项目需","开发者"
"方通常","集与封存项目需","应用于"
"通常","捕集与封存项目需","应用于"
"通常","集与封存项目需要","应用于"
"常将","集与封存项目需要大","应用于"
"实体提供足够的","值链的每个组成部分","应用于"
"要充足","要充","开发者"
"于一些油田来说","们都已进入成熟期，","应用于"
"于一些油田来说","们都已","开发者"
"还必须为上述项目","述项目","开发者"
"必须为上述项目","述项目","开发者"
"必须为上述项目","述项目配","应用于"
"国东北部地区的","尔多斯盆","开发者"
"CO2强化驱 油作业","尔多斯盆","应用于"
"北部地区的鄂","尔多斯盆","包含"
"北部地区的","尔多斯盆","包含"
"价值等于项目","税金及附加根据财政部","投资方"
"金及附","金及附加根据财政部和","开发者"
"项目来","DAS）等技术43（","应用于"
"国外","国外典","开发者"
"岩油气"," 针对巨厚砾岩油气","应用于"
"岩油气"," 针对巨厚砾岩油气藏","开发者"
" 西","针对巨厚砾岩油气","开发者"
"Shapley ","外，联盟中的","应用于"
"联盟中的成员i ","外，联盟中的成员i ","应用于"
"从松辽盆地","驱动油田","包含"
"从松辽盆地","吉林","包含"
"而是
","”，而是
驱动油田焕","应用于"
"松辽盆地的","林油","应用于"
"松辽盆地的","辽盆地的","包含"
"辽盆地的","林油","包含"
"辽盆地的","盆地的","包含"
"盆地的","辽盆地的","应用于"
"作为","作为后","合作伙伴"
"为后续","为后","位于"
"运行阶","了全","开发者"
"运行阶","面评估","开发者"
"面评","面评估","开发者"
"学中国能","中国能","包含"
